name,,n,clinical_phase,moa,target,disease_area,indication,drug_median_score,in_vitro,all_virus_mock_meta_GSE47960_SARS-BatSRBD_HAE_36_72,all_virus_mock_meta_GSE47960_SARS-dORF6_HAE_12_48,all_virus_mock_meta_GSE47960_SARS-dORF6_HAE_48_60,all_virus_mock_meta_GSE68820_SARS_lung_TLR3_2_4,all_virus_mock_meta_GSE68820_SARS_lung_wt_2_4,all_virus_mock_meta_GSE68820_SARS_lung_wt_2_7,all_virus_mock_meta_GSE68820_SARS_lung_wt_4_7,all_virus_mock_meta_GSE79218_MERS_MMVE001_0_48,all_virus_mock_meta_GSE79218_MERS_MMVE001_12_48,all_virus_mock_meta_GSE79218_MERS_MMVE001_24_36,all_virus_mock_meta_GSE79218_MERS_MMVE001_24_48
olmesartan,,7,Launched,angiotensin receptor antagonist,AGTR1,cardiology,hypertension,642,FALSE,644,738,396,642,1122,1185,1214,626,420,381,321
ceramide,,4,Launched,phosphoenolpyruvate carboxylase activator|serine/threonine protein phosphatase activator,,dermatology,cosmetic,643,FALSE,1317,404,1245,873,1399,590,601,266,651,638,643
nbi-27914,,6,Preclinical,corticosteroid releasing factor receptor antagonist,CRHR1,,,643,FALSE,604,1007,1428,605,518,638,644,1582,1190,643,621
tetramisole,,4,Launched,immunostimulant,,infectious disease,gastrointestinal parasites,643,FALSE,881,403,490,1127,1406,1453,643,380,392,459,679
carvedilol,,11,Launched,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|GJA1|HIF1A|KCNH2|NDUFC2|NPPB|SELE|VCAM1|VEGFA,cardiology,myocardial infarction|hypertension,645,FALSE,645,753,960,571,715,600,850,405,549,570,672
bufexamac,,2,Withdrawn,cyclooxygenase inhibitor,HDAC10|HDAC6,,,646,FALSE,646,162,1194,829,767,573,1206,132,473,186,677
ici-199441,,12,Preclinical,opioid receptor agonist,CYP2D6|OPRD1|OPRK1|OPRM1|UTS2R,,,646,FALSE,647,716,189,904,646,1049,990,183,530,533,580
docetaxel,,15,Launched,tubulin polymerization inhibitor,BCL2|MAP2|MAP4|MAPT|NR1I2|TUBB|TUBB1,oncology,breast cancer|non-small cell lung cancer (NSCLC)|prostate cancer|gastric adenocarcinoma|head and neck squamous cell carcinoma (HNSCC),648,FALSE,709,274,1107,723,948,518,595,519,546,648,855
gestrinone,,7,Launched,progesterone receptor antagonist,AR|ESR1|PGR,obstetrics/gynecology,endometriosis,648,FALSE,395,849,281,615,393,648,294,764,1121,775,924
levomepromazine,,7,Launched,dopamine receptor antagonist,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR2A|HTR2C,neurology/psychiatry|gastroenterology,psychosis|schizophrenia|bipolar disorder|nausea|insomnia,648,FALSE,1233,309,862,782,1146,306,521,648,709,618,586
metronidazole,,3,Launched,DNA inhibitor,CYP2C9|CYP3A4,dermatology,rosacea,648,FALSE,662,663,619,588,648,1086,1103,585,509,723.5,598
taxifolin,,8,Phase 2,opioid receptor antagonist,ADIPOR2,,,648,FALSE,789,313,1285,525,676,561,840,483,811,644,648
gw-6471,,10,Preclinical,PPAR receptor antagonist,PPARA,,,650,FALSE,507,786,1279,680,580,597,722,820,645,650,524
edrophonium,,2,Launched,acetylcholinesterase inhibitor,ACHE|BCHE,neurology/psychiatry,myasthenia gravis,651,FALSE,186,1269,130,245,778,75,651,1254,563,783,1352
vemurafenib,,81,Launched,RAF inhibitor,BRAF|RAF1,oncology,melanoma,651,FALSE,667,836,506,651,699,749,954,125,255,309,512
progesterone,,20,Launched,progesterone receptor agonist,CATSPER1|CATSPER2|CATSPER3|CATSPER4|CYP17A1|ESR1|NR3C2|OPRK1|PGR|TRPC5,obstetrics/gynecology|endocrinology,infertility|amenorrhea,652,FALSE,634,305,1464,604,531,867,949,789,765,652,634
nafadotride,,6,Preclinical,dopamine receptor antagonist,DRD2|DRD3|HTR1A,,,655,FALSE,1299,655,364,1565,1528,1257,1058,411,154,431,319
parachlorophenol,,5,Launched,antiinfective drug,,,,655,FALSE,768,320,672,563,921,593,657,535,655,437,690
dpo-1,,3,Preclinical,potassium channel blocker,KCNA5,,,656,FALSE,294,566,1666,356,764,656,1029,97,572,1446,969
amodiaquine,,11,Launched,histamine receptor agonist,HNMT,infectious disease,malaria,658,TRUE,658,504,971,862,814,983,1023,351,623,484,533
azaperone,,4,Launched,dopamine receptor antagonist,DRD2|DRD3,neurology/psychiatry,sedative,659,FALSE,1089,283,643,923,805,1125,1332,659,299,461,360
dcebio,,3,Preclinical,potassium channel activator,KCNN2|KCNN3|KCNN4,,,659,FALSE,1334,881,605,460,659,653,1232,1193,1345,641,590
fluphenazine,,27,Launched,dopamine receptor antagonist,CALM1|DRD1|DRD2|DRD5|HRH1|HTR2A|HTR6|HTR7,neurology/psychiatry,schizophrenia,659,TRUE,821,528,422,885,781,989,790,457,578,498,659
calcitriol,,53,Launched,vitamin D receptor agonist,VDR,endocrinology|orthopedics,hypocalcemia|hypoparathyroidism|osteoporosis,660,FALSE,967,660,818,633,689,595,1085,894,528,486,399
adiphenine,,3,Launched,acetylcholine receptor antagonist,CHRNA1,neurology/psychiatry,spasms,661,FALSE,862,587,17,780,914,1016,317,1049,471,661,661
pterostilbene,,7,Phase 2/Phase 3,cyclooxygenase inhibitor|PPAR receptor agonist,PTGS2,,,661,FALSE,135,661,734,294,270,958,784,575,794,813,421
rimonabant,,3,Withdrawn,cannabinoid receptor antagonist,CNR1|GPR55,,,662,FALSE,519,272,699,662,975,318,201,1039,228,720,902
ro-90-7501,,23,Preclinical,,APP,,,663,FALSE,622,1312,502,592,865,813,821,452,340,1141,663
clomipramine,,7,Launched,serotonin transporter (SERT) inhibitor,GSTP1|HTR2A|HTR2B|HTR2C|SLC6A2|SLC6A3|SLC6A4,neurology/psychiatry,obsessive compulsive disorder (OCD),664,TRUE,592,1338,664,614,328,446,681,672,1055,581,871
mr-16728,,5,Preclinical,acetylcholine release enhancer,,,,664,FALSE,494,1199,514,608,664,731,140,404,1319,1074,833
levetiracetam,,3,Launched,calcium channel blocker,CACNA1B|SCN1A|SV2A,neurology/psychiatry,seizures,668,FALSE,791,186,28,1004,919,1498,734,668,97,300,170
tetracycline,,3,Launched,bacterial 30S ribosomal subunit inhibitor,PRNP,infectious disease|dermatology,respiratory tract infections|pneumonia|skin infections|urinary tract infections|acne vulgaris (AV)|plague|psittacosis,670,FALSE,1252,620,1191,554,841,1552,605,1534,670,346,596
gbr-13069,,10,Preclinical,dopamine uptake inhibitor,SLC6A3,,,672,FALSE,706,1448,622,643,672,1043,1123,570,786,551,543
jak3-inhibitor-v,,4,Preclinical,JAK inhibitor,JAK3,,,672,FALSE,655,672,341,261,464,863,773,530,923,756,758
cfm-1571,,6,Preclinical,guanylate cyclase activator,,,,673,FALSE,266,895,414,737,858,1457,726,366,636,673,350
maprotiline,,22,Launched,norepinephrine reputake inhibitor|tricyclic antidepressant,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR2A|HTR2C|HTR7|SLC6A2,neurology/psychiatry,depression|dysthymic disorder,674,FALSE,947,649,790,674,824,730,1231,286,315,456,546
tracazolate,,10,Phase 2,GABA receptor modulator,GABRA1,,,674,FALSE,657,1200,309,727,846,529,674,312,722,613,912
sb-415286,,13,Preclinical,glycogen synthase kinase inhibitor,GSK3A|GSK3B|RPS6KB1,,,675,FALSE,327,1045,1395,391,256,234,53,1572,1124,694,675
bw-b70c,,19,Preclinical,lipoxygenase inhibitor,ALOX5,,,676,FALSE,719,388,416,749,867,688,367,274,369,742,676
gw-501516,,12,Phase 2,PPAR receptor agonist,PPARA|PPARD,,,677,FALSE,747,529,1060,654,643,677,680,913,1009,497,539
bethanechol,,2,Launched,acetylcholine receptor agonist,CHRM1|CHRM2|CHRM3|CHRM4,urology,urinary retention,678,FALSE,895,207,1719,405,640,571,1027,678,516,863,723
cgs-20625,,4,Phase 1,benzodiazepine receptor agonist|GABA benzodiazepine site receptor partial agonist,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6,,,685,FALSE,211,1127,1625,697,630,685,569,1453,997,521,146
pancuronium,,2,Launched,acetylcholine receptor antagonist,CHRM2|CHRM3|CHRNA1|CHRNA2,critical care|neurology/psychiatry,endotracheal intubation|muscle relaxant,685,FALSE,219,652,479,1474,1426,1717,1408,1247,685,534,263
ag-490,,15,Preclinical,EGFR inhibitor|JAK inhibitor,EGFR|JAK2|JAK3,,,686,FALSE,364,1079,1125,295,247,686,670,1139,1074,738,628
mgcd-265,,25,Preclinical,VEGFR inhibitor,AXL|MET,,,686,FALSE,736,871,739,205,266,304,339,511,821,686,939
fludarabine,,28,Launched,ribonucleotide reductase inhibitor,ADA|RRM1|RRM2,hematologic malignancy,chronic lymphocytic leukemia (CLL),692,FALSE,329,1211,394,464,549,847,329,692,798,852,795
necrostatin-1,,32,Preclinical,RIPK inhibitor,RIPK1,,,692,FALSE,664,1155,1382,683,569,536,611,906,1100,692,1000
nu-7026,,12,Preclinical,DNA dependent protein kinase inhibitor|mTOR inhibitor|PI3K inhibitor,PRKDC,,,693,FALSE,797,530,248,1347,1433,1269,775,75,268,663,693
pf-3845,,18,Preclinical,FAAH inhibitor,FAAH,,,693,FALSE,740,693,789,874,944,511,481,573,707,611,639
zolantidine,,8,Preclinical,histamine receptor antagonist,,,,694,FALSE,802,629,465,1009,928,957,1295,447,644,470,694
dup-697,,8,Phase 1,cyclooxygenase inhibitor,PTGS2,,,695,FALSE,1224,677,472,1025,835,1170,789,695,669,575,645
psb-11,,5,Preclinical,adenosine receptor antagonist,ADORA1|ADORA2A|ADORA3,,,695,FALSE,521,695,1244,414,562,801,454,605,945,900,981
prochlorperazine,,8,Launched,dopamine receptor antagonist,DRD1|DRD2|DRD3|DRD4,gastroenterology,nausea|vomiting,696,FALSE,1378,307,1074,1217,1153,696,973,566,642,626,674
lovastatin,,55,Launched,HMGCR inhibitor,HDAC2|HMGCR|ITGAL|NR1I2,cardiology|endocrinology,coronary heart disease|myocardial infarction|hypercholesterolemia,699,FALSE,682,699,703,1211,1141,712,886,336,354,489,633
norethindrone,,13,Launched,progesterone receptor agonist,PGR,obstetrics/gynecology,endometriosis,700,FALSE,1126,340,1201,596,595,661,967,1126,698,700,720
trequinsin,,7,Phase 1,phosphodiesterase inhibitor,PDE5A,,,702,FALSE,214,1495,147,800,631,702,592,469,856,1286,861
memantine,,7,Launched,glutamate receptor antagonist,CHRFAM7A|DRD2|GRIN1|GRIN2A|GRIN2B|GRIN3A|HTR3A,neurology/psychiatry,Alzheimer's disease|senile dementia,703,FALSE,1077,883,1197,812,628,538,281,703,610,693,789
phccc,,6,Preclinical,glutamate receptor agonist,GRM1|GRM4,,,703,FALSE,703,1210,954.5,652,766,651,794,754,581,699,460
amn-082,,5,Preclinical,glutamate receptor modulator,GRM7,,,704,FALSE,659,704,897,739,680,647,738,1355,684,707,341
bw-723c86,,5,Preclinical,serotonin receptor agonist,HTR2A|HTR2B|HTR2C,,,705,FALSE,769,1157,243,375,487,814,642,705,1021,677,739
ceforanide,,6,Launched,penicillin binding protein inhibitor,,infectious disease,gram-negative bacterial infections,705,FALSE,705,794,63,566,362,643,751,625,762,718,780
deracoxib,,7,Launched,cyclooxygenase inhibitor,PTGS2,rheumatology,osteoarthritis,706,FALSE,729,515,1281,920,968,606,562,706,1119,544,306
kenpaullone,,31,Preclinical,CDK inhibitor|glycogen synthase kinase inhibitor,CCNB1|CDK1|CDK5|GSK3B,,,706,FALSE,176,735,733,362,375,299,192,1546,1038,840,706
sb-590885,,43,Preclinical,RAF inhibitor,BRAF,,,706,FALSE,316,793,1264,408,304,587,403,1402,1109,706,717
stavudine,,5,Launched,DNA directed DNA polymerase inhibitor|nucleoside reverse transcriptase inhibitor,,infectious disease,human immunodeficiency virus (HIV-1),706,FALSE,624,706,1167,583,386,646,523,879,1192,814,819
er-27319,,14,Preclinical,mediator release inhibitor|SYK inhibitor,SYK,,,707,FALSE,416,1081,362,825,707,1138,354,43,388,818,1395
azathioprine,,8,Launched,dehydrogenase inhibitor,HPRT1|IMPDH1|PPAT,transplant|rheumatology,renal homotransplantation|rheumatoid arthritis,710,FALSE,867,730,623,1160,1179,624,1021,343,385,567,710
oxymetholone,,7,Launched,androgen receptor agonist,AR,hematology,anemia,710,FALSE,710,1075,1153,314,225,362,490,1382,1404,837,632
tpca-1,,58,Preclinical,IKK inhibitor,IKBKB,,,710,FALSE,700,710,915,1003,1139,1291,917,334,488,571,697
loperamide,,35,Launched,opioid receptor agonist,CACNA1A|CALM1|OPRD1|OPRK1|OPRM1|POMC,gastroenterology,diarrhea,711,TRUE,873,628,1086,870,1000,711,879,342,506,558,502
allantoin,,8,Launched,cosmetic,,dermatology,skin protectant,712,FALSE,1277,678,220,941,1032,456,712,381,389,829,730
granisetron,,5,Launched,serotonin receptor antagonist,HTR3A,gastroenterology,nausea|vomiting,712,FALSE,834,402,802,1461,1542,905,648,321,237,712,481
cinacalcet,,3,Launched,calcium channel activator,CASR,endocrinology|nephrology|oncology,hyperparathyroidism|chronic kidney disease (CKD)|parathyroid carcinoma|hypercalcemia,713,FALSE,548,461,307,891,410,626,1465,713,1043,1036,1074
ramipril,,3,Launched,angiotensin converting enzyme inhibitor,ACE,cardiology,hypertension,714,FALSE,714,172,412,728,1466,1614,1296,851,380,594,312
sib-1893,,29,Preclinical,glutamate receptor antagonist,GRM4|GRM5,,,715,FALSE,991,106,735,379,870,567,253,721,501,715,934
tibolone,,6,Launched,androgen receptor agonist|estrogen receptor agonist|progesterone receptor agonist,ESR1,obstetrics/gynecology,endometriosis,716,FALSE,958,377,893,716,713,738,1087,649,285,835,575
quetiapine,,11,Launched,dopamine receptor antagonist|serotonin receptor antagonist,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2C|HTR3A|HTR6|HTR7|SLC6A2,neurology/psychiatry,schizophrenia|bipolar disorder,718,FALSE,1293,344,854,718,985,579,1056,532,379,550,726
chlorphenamine,,4,Launched,histamine receptor antagonist,HRH1|SLC6A2|SLC6A3|SLC6A4,allergy,allergic rhinitis|urticaria,719,FALSE,897,276,287,975,728,722,1043,320,295,719,372
ketorolac,,9,Launched,cyclooxygenase inhibitor,PTGS1|PTGS2,,,721,FALSE,1106,966,527,473,753,194,779,478,721,518,736
lomerizine,,3,Launched,calcium channel blocker,CACNA1B|SCN5A,neurology/psychiatry,migraine headache,721,FALSE,179,1460,473,586,332,817,545,747,837,721,728
crizotinib,,41,Launched,ALK tyrosine kinase receptor inhibitor,ALK|MET,oncology,non-small cell lung cancer (NSCLC),723,FALSE,1030,651,1146,807,783,596,723,414,627,703,932
simvastatin,,35,Launched,HMGCR inhibitor,HMGCR|ITGB2,endocrinology|cardiology|neurology/psychiatry,hypercholesterolemia|coronary heart disease|myocardial infarction|stroke|hyperlipidemia,723,FALSE,671,723,495,1197,1269,1227,1136,330,329,713,895
iocetamic-acid,,3,Launched,radiopaque medium,,radiology,contrast agent,723.5,FALSE,1205,952,1693,816,567,91,182,556,1036,723.5,464
gw-4064,,10,Preclinical,FXR agonist,NR1H4,,,724,FALSE,510,346,496,844,663,855,1286,707,724,800,756
carbidopa,,8,Launched,aromatic L-amino acid decarboxylase inhibitor,DDC,neurology/psychiatry,Parkinson's Disease,725,FALSE,813,531,715,767,587,725,1068,1000,496,627,842
chir-99021,,28,Preclinical,glycogen synthase kinase inhibitor,CDK1|GSK3A|GSK3B|MAPK1,,,725,FALSE,337,1278,1399,486,542,728,501,1714,1039,725,542
cyclophosphamide,,5,Launched,DNA alkylating agent,CYP2A6|CYP2B6|CYP2C18|CYP2C19|CYP2C8|CYP2C9|CYP2D6|CYP3A4|CYP3A5|CYP3A7,hematologic malignancy|oncology,Hodgkin's lymphoma|small lymphocytic lymphoma (SLL)|breast cancer|neuroblastoma|Burkitt's lymphoma|multiple myeloma|chronic lymphocytic leukemia (CLL)|acute myeloid leukemia (AML)|acute lymphoblastic leukemia (ALL)|chronic myeloid leukemia (CML)|true histiocytic lymphoma (THL)|retinoblastoma|ovarian cancer,726,FALSE,843,302,402,746,916,726,1504,741,514,496,270
norgestimate,,12,Launched,progesterone receptor agonist,ESR1|PGR,endocrinology,contraceptive,727,FALSE,1135,282,1378,769,782,633,776,604,492,727,442
flutamide,,30,Launched,androgen receptor antagonist,AHR|AR,oncology,prostate cancer,728,FALSE,623,973,704,431,550,574,911,923,792,728,890
nobiletin,,10,Preclinical,MEK inhibitor,MAP2K1,,,728,FALSE,728,800,134,755,854,861,689,735,441,436,449
naloxone,,11,Launched,opioid receptor antagonist,CREB1|ESR1|OPRD1|OPRK1|OPRM1|TLR4,pulmonary,respiratory depression,731,FALSE,899,731,1179,708,636,442,721,1165,759,744,644
ppt,,8,Preclinical,estrogen receptor agonist,ESR1,,,732,FALSE,420,732,202,1019,886,783,1205,1129,705,574,513
erastin,,19,Preclinical,ion channel antagonist,VDAC2,,,733,FALSE,602,1252,1118,517,431,733,1096,864,838,586,635
sulfapyridine,,2,Launched,PABA antagonist,,,,733,FALSE,1078,525,816,1047,1278,470,891,465,733,670,480
ticlopidine,,8,Launched,purinergic receptor antagonist,P2RY12,hematology|neurology/psychiatry,thrombosis|stroke,733,FALSE,1020,701,1161,720,733,995,1329,512,706,769,393
tws-119,,49,Preclinical,glycogen synthase kinase inhibitor,GSK3B|JUN|MYC,,,733,FALSE,687,916,233,813,714,788,742,500,348,733,959
bms-345541,,50,Preclinical,IKK inhibitor,CHUK|IKBKB,,,734,FALSE,461,1231,1507,361,243,300,275,929,990,734,763
lobendazole,,7,Preclinical,anthelmintic agent,,,,734,FALSE,1210,630,708,1106,692,922,1013,734,590,794,686
skf-86002,,13,Preclinical,p38 MAPK inhibitor,ALOX5|MAPK14,,,734,FALSE,950,405,1510,291,400,295,1423,1075,734,659,765
enalaprilat,,2,Launched,angiotensin converting enzyme inhibitor,ACE,cardiology,hypertension,737,FALSE,1151,742,1694,462,737,774,498,73,833,596,398
topiramate,,2,Launched,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,CA1|CA12|CA2|CA4|CA7|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIA1|GRIA2|GRIA3|GRIA4|GRIK1|GRIK2|GRIK3|GRIK4|GRIK5|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A,neurology/psychiatry,epilepsy|migraine headache,738,FALSE,115,1221,679,758,893,1302,614,738,717,777,530
plx-4720,,57,Preclinical,RAF inhibitor,BRAF|KDR,,,739,FALSE,759,1103,828,466,501,739,725,778,805,600,724
genipin,,10,Preclinical,choleretic agent,,,,740,FALSE,1034,853,821,740,1030,524,1281,482,692,708,737
isoliquiritigenin,,36,Preclinical,guanylate cyclase activator,GABBR1,,,740,FALSE,333,1095,740,556,520,1004,1219,1684,966,656,394
halcinonide,,13,Launched,glucocorticoid receptor agonist,NR3C1,dermatology,corticosteroid-responsive dermatoses,741,FALSE,1254,741,1431,582,575,285,1112,908,823,736,438
l-655240,,3,Phase 1,thromboxane receptor antagonist,PTGES,,,741,FALSE,805,769,457,501,741,772,1033,1260,168,407,344
sb-216763,,55,Preclinical,glycogen synthase kinase inhibitor,CCNA2|CDK2|GSK3A|GSK3B,,,741,FALSE,406,1189,1148,671,527,400,199,1698,1020,874,741
eo-1428,,12,Preclinical,p38 MAPK inhibitor,MAPK11|MAPK14,,,742,FALSE,742,848,654,837,1081,978,506,615,611,793,733
clozapine,,7,Launched,dopamine receptor antagonist|serotonin receptor antagonist,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALY|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR3A|HTR5A|HTR6|HTR7,neurology/psychiatry,schizophrenia,744,FALSE,1087,516,225,744,1150,877,711,900,284,784,353
epothilone-a,,6,Preclinical,microtubule stabilizing agent,,,,746,FALSE,627,400,582,878,1417,1424,792,982,715,746,569
am-580,,41,Preclinical,retinoid receptor agonist,RARA,,,747,FALSE,1001,691,1232,579,722,747,638,687,756,831,913
gamma-linolenic-acid,,5,Phase 2,cyclooxygenase inhibitor|prostanoid receptor agonist,PTGS1|PTGS2,,,747,FALSE,885,610,876,752,747,464,1132,787,517,483,458
tiaprofenic-acid,,3,Launched,cyclooxygenase inhibitor,PTGS1|PTGS2,rheumatology,rheumatoid arthritis,747,FALSE,1374,1308,312,747,450,1447,1194,479,414,929,561
nialamide,,8,Withdrawn,monoamine oxidase inhibitor,COMT|MAOA|MAOB,,,748,FALSE,498,815,411,1179,1376,485,1284,916,495,630,748
strychnine,,2,Preclinical,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|CHRNA10|CHRNA9|GLRA1|GLRA2|GLRA3|GLRB,,,748,FALSE,396,357,1712,748,1076,1656,1538,661,1554,729,299
elvitegravir,,6,Launched,HIV integrase inhibitor,,infectious disease,human immunodeficiency virus (HIV-1),749,FALSE,749,115,917,806,1084,581,1181,1012,486,438,185
noretynodrel,,14,Launched,progestogen hormone,PGR,endocrinology,contraceptive,749,FALSE,1169,626,797,696,749,516,925,1371,547,931,471
mitotane,,9,Launched,antineoplastic agent,CYP11A1|CYP11B1|ESR1|FDX1,oncology,adrenal cortical carcinoma,750,FALSE,469,1047,940,355,497,447,455,861,1219,849,750
sb-225002,,48,Preclinical,CC chemokine receptor antagonist,CXCR2,,,750,FALSE,726,366,1263,695,981,519,1006,1066,624,750,1019
apoptosis-activator-ii,,4,Preclinical,carboxylesterase inhibitor,BCHE|CES1,,,751,FALSE,854,482,45,990,1029,423,327,1565,1011,751,378
anagrelide,,8,Launched,phosphodiesterase inhibitor,PDE3A,hematology|hematologic malignancy,thrombocythemia|myeloproliferative neoplasms,753,FALSE,1370,208,637,1020,1273,1334,1153,624,218,654,753
nnc-63-0532,,4,Preclinical,opioid receptor agonist,OPRL1,,,754,FALSE,432,880,1286,384,491,326,245,983,1410,981,754
rx-821002,,2,Preclinical,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C,,,754,FALSE,1002,383,1664,754,878,1174,105,57,367,530,893
nifedipine,,35,Launched,calcium channel blocker,CACNA1C|CACNA1D|CACNA1F|CACNA1H|CACNA1S|CACNA2D1|CACNB2|CALM1|GLRA1|GLRA3|GLRB|KCNA1|KCNA5|NR1I2|TRPM3,cardiology,vasospastic angina|chronic stable angina,755,FALSE,404,1482,584,512,598,882,1119,1484,1223,633,755
co-101244,,4,Preclinical,glutamate receptor antagonist,GRIN2B,,,756,FALSE,56,1680,1053,70,50,230,269,756,1629,936,1066
rosuvastatin,,8,Launched,HMGCR inhibitor,HMGCR,endocrinology|cardiology,hyperlipidemia|dyslipidemia|hypertriglyceridemia|hypercholesterolemia|atherosclerosis,756,FALSE,756,774,94,1484,1337,1441,819,71,195,428,738
psb-06126,,10,Preclinical,NTPDase inhibitor,ENTPD3,,,757,FALSE,757,270,323,791,1118,1056,1158,1286,662,552,531
erythromycin,,24,Launched,NFkB pathway inhibitor,MLNR,infectious disease,listeria|respiratory tract infections|skin infections|syphilis|amebiasis|pelvic inflammatory disease|chlamydia|diphtheria|erythrasma,758,FALSE,661,1216,488,722,774,794,758,685,888,918,641
methylergometrine,,6,Launched,dopamine receptor antagonist|serotonin receptor antagonist,DRD1|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C,hematology|neurology/psychiatry,postpartum hemorrhage (PPH)|migraine headache,758,FALSE,724,465,693,1219,1301,1030,817,1383,758,695,647
sb-222200,,5,Preclinical,tachykinin antagonist,TACR3,,,758,FALSE,1531,758,600,1111,998,478,1183,559,223,1015,678
famciclovir,,6,Launched,DNA polymerase inhibitor,,dental|infectious disease,cold sore|genitial herpes|shingles,759,FALSE,302,668,806,759,427,776,965,481,835,660,777
pirinixic-acid,,2,Preclinical,PPAR receptor agonist,PPARA,,,760,FALSE,1704,246,81,622,681,883,1217,235,915,760,1315
testosterone,,37,Launched,androgen receptor agonist,AR,endocrinology,hypogonadism,760,FALSE,850,595,1351,516,641,490,628,999,760,854,790
benidipine,,4,Launched,calcium channel blocker,CACNA1C|CACNA1G,cardiology,hypertension,762,FALSE,762,1032,941,1161,750,544,1170,243,480,577,986
